,A,B,C,D,E,F,G,H,J,K,Frequency,Data Accuracy,Technical Maturity,Setup time,Safety,Human Judgement,Cost_norm,Cost,Utility
200,A2,B3,C2,D2,E3,F1,G1,H1,J3,K2,0.5,0.75,0.5,0.49,0.54,0.0,0.24,405000.0,0.48
201,A2,B3,C2,D2,E3,F1,G1,H1,J3,K3,0.5,0.75,0.5,0.55,0.19,0.5,0.32,1895000.0,0.51
202,A2,B3,C2,D2,E3,F1,G1,H1,J3,K4,0.5,0.75,0.5,0.35,0.9,0.0,0.22,400000.0,0.51
203,A2,B3,C2,D2,E3,F1,G2,H1,J3,K1,0.5,0.75,0.23,0.51,0.54,0.0,0.22,305000.0,0.44
204,A2,B3,C2,D2,E3,F1,G2,H1,J3,K2,0.5,0.75,0.23,0.59,0.54,0.0,0.22,305000.0,0.46
205,A2,B3,C2,D2,E3,F1,G2,H1,J3,K3,0.5,0.75,0.23,0.65,0.19,0.5,0.3,1795000.0,0.49
206,A2,B3,C2,D2,E3,F1,G2,H1,J3,K4,0.5,0.75,0.23,0.45,0.9,0.0,0.2,300000.0,0.48
207,A2,B3,C2,D2,E3,F1,G3,H1,J3,K1,0.5,0.75,0.37,0.45,0.54,0.0,0.22,305000.0,0.45
208,A2,B3,C2,D2,E3,F1,G3,H1,J3,K2,0.5,0.75,0.37,0.53,0.54,0.0,0.22,305000.0,0.47
209,A2,B3,C2,D2,E3,F1,G3,H1,J3,K3,0.5,0.75,0.37,0.59,0.19,0.5,0.3,1795000.0,0.5
210,A2,B3,C2,D2,E3,F1,G3,H1,J3,K4,0.5,0.75,0.37,0.39,0.9,0.0,0.2,300000.0,0.49
211,A2,B3,C2,D2,E3,F1,G4,H1,J3,K1,0.5,0.75,0.17,0.61,0.54,0.0,0.18,260000.0,0.45
212,A2,B3,C2,D2,E3,F1,G4,H1,J3,K2,0.5,0.75,0.17,0.69,0.54,0.0,0.18,260000.0,0.47
213,A2,B3,C2,D2,E3,F1,G4,H1,J3,K3,0.5,0.75,0.17,0.75,0.19,0.5,0.26,1750000.0,0.5
214,A2,B3,C2,D2,E3,F1,G4,H1,J3,K4,0.5,0.75,0.17,0.55,0.9,0.0,0.16,255000.0,0.5
215,A2,B3,C2,D3,E3,F1,G1,H1,J3,K1,0.5,0.75,0.4,0.49,0.54,0.0,0.18,260000.0,0.46
216,A2,B3,C2,D3,E3,F1,G1,H1,J3,K2,0.5,0.75,0.4,0.57,0.54,0.0,0.18,260000.0,0.48
217,A2,B3,C2,D3,E3,F1,G1,H1,J3,K3,0.5,0.75,0.4,0.63,0.19,0.5,0.26,1750000.0,0.51
218,A2,B3,C2,D3,E3,F1,G1,H1,J3,K4,0.5,0.75,0.4,0.43,0.9,0.0,0.16,255000.0,0.51
219,A2,B3,C2,D3,E3,F1,G2,H1,J3,K1,0.5,0.75,0.13,0.59,0.54,0.0,0.16,160000.0,0.44
220,A2,B3,C2,D3,E3,F1,G2,H1,J3,K2,0.5,0.75,0.13,0.67,0.54,0.0,0.16,160000.0,0.46
221,A2,B3,C2,D3,E3,F1,G2,H1,J3,K3,0.5,0.75,0.13,0.73,0.19,0.5,0.24,1650000.0,0.49
222,A2,B3,C2,D3,E3,F1,G2,H1,J3,K4,0.5,0.75,0.13,0.53,0.9,0.0,0.14,155000.0,0.49
223,A2,B3,C2,D3,E3,F1,G3,H1,J3,K1,0.5,0.75,0.27,0.53,0.54,0.0,0.16,160000.0,0.45
224,A2,B3,C2,D3,E3,F1,G3,H1,J3,K2,0.5,0.75,0.27,0.61,0.54,0.0,0.16,160000.0,0.47
225,A2,B3,C2,D3,E3,F1,G3,H1,J3,K3,0.5,0.75,0.27,0.67,0.19,0.5,0.24,1650000.0,0.5
226,A2,B3,C2,D3,E3,F1,G3,H1,J3,K4,0.5,0.75,0.27,0.47,0.9,0.0,0.14,155000.0,0.49
227,A2,B3,C2,D3,E3,F1,G4,H1,J3,K1,0.5,0.75,0.07,0.69,0.54,0.0,0.12,115000.0,0.45
228,A2,B3,C2,D3,E3,F1,G4,H1,J3,K2,0.5,0.75,0.07,0.77,0.54,0.0,0.12,115000.0,0.47
229,A2,B3,C2,D3,E3,F1,G4,H1,J3,K3,0.5,0.75,0.07,0.83,0.19,0.5,0.2,1605000.0,0.5
230,A2,B3,C2,D3,E3,F1,G4,H1,J3,K4,0.5,0.75,0.07,0.63,0.9,0.0,0.1,110000.0,0.5
231,A2,B4,C2,D2,E3,F1,G1,H1,J3,K1,0.5,0.68,0.47,0.43,0.54,0.0,0.22,400000.0,0.45
232,A2,B4,C2,D2,E3,F1,G1,H1,J3,K2,0.5,0.68,0.47,0.51,0.54,0.0,0.22,400000.0,0.46
233,A2,B4,C2,D2,E3,F1,G1,H1,J3,K3,0.5,0.68,0.47,0.57,0.19,0.5,0.3,1890000.0,0.5
234,A2,B4,C2,D2,E3,F1,G1,H1,J3,K4,0.5,0.68,0.47,0.37,0.9,0.0,0.2,395000.0,0.49
235,A2,B4,C2,D2,E3,F1,G2,H1,J3,K1,0.5,0.68,0.2,0.53,0.54,0.0,0.2,300000.0,0.43
236,A2,B4,C2,D2,E3,F1,G2,H1,J3,K2,0.5,0.68,0.2,0.61,0.54,0.0,0.2,300000.0,0.44
237,A2,B4,C2,D2,E3,F1,G2,H1,J3,K3,0.5,0.68,0.2,0.67,0.19,0.5,0.28,1790000.0,0.48
238,A2,B4,C2,D2,E3,F1,G2,H1,J3,K4,0.5,0.68,0.2,0.47,0.9,0.0,0.18,295000.0,0.47
239,A2,B4,C2,D2,E3,F1,G3,H1,J3,K1,0.5,0.68,0.33,0.47,0.54,0.0,0.2,300000.0,0.44
240,A2,B4,C2,D2,E3,F1,G3,H1,J3,K2,0.5,0.68,0.33,0.55,0.54,0.0,0.2,300000.0,0.45
241,A2,B4,C2,D2,E3,F1,G3,H1,J3,K3,0.5,0.68,0.33,0.61,0.19,0.5,0.28,1790000.0,0.49
242,A2,B4,C2,D2,E3,F1,G3,H1,J3,K4,0.5,0.68,0.33,0.41,0.9,0.0,0.18,295000.0,0.48
243,A2,B4,C2,D2,E3,F1,G4,H1,J3,K1,0.5,0.68,0.13,0.63,0.54,0.0,0.16,255000.0,0.44
244,A2,B4,C2,D2,E3,F1,G4,H1,J3,K2,0.5,0.68,0.13,0.71,0.54,0.0,0.16,255000.0,0.45
245,A2,B4,C2,D2,E3,F1,G4,H1,J3,K3,0.5,0.68,0.13,0.77,0.19,0.5,0.24,1745000.0,0.49
246,A2,B4,C2,D2,E3,F1,G4,H1,J3,K4,0.5,0.68,0.13,0.57,0.9,0.0,0.14,250000.0,0.48
247,A2,B4,C2,D3,E3,F1,G1,H1,J3,K1,0.5,0.68,0.37,0.51,0.54,0.0,0.16,255000.0,0.45
248,A2,B4,C2,D3,E3,F1,G1,H1,J3,K2,0.5,0.68,0.37,0.59,0.54,0.0,0.16,255000.0,0.47
249,A2,B4,C2,D3,E3,F1,G1,H1,J3,K3,0.5,0.68,0.37,0.65,0.19,0.5,0.24,1745000.0,0.5
250,A2,B4,C2,D3,E3,F1,G1,H1,J3,K4,0.5,0.68,0.37,0.45,0.9,0.0,0.14,250000.0,0.49
251,A2,B4,C2,D3,E3,F1,G2,H1,J3,K1,0.5,0.68,0.1,0.61,0.54,0.0,0.14,155000.0,0.43
252,A2,B4,C2,D3,E3,F1,G2,H1,J3,K2,0.5,0.68,0.1,0.69,0.54,0.0,0.14,155000.0,0.44
253,A2,B4,C2,D3,E3,F1,G2,H1,J3,K3,0.5,0.68,0.1,0.75,0.19,0.5,0.22,1645000.0,0.48
254,A2,B4,C2,D3,E3,F1,G2,H1,J3,K4,0.5,0.68,0.1,0.55,0.9,0.0,0.12,150000.0,0.47
255,A2,B4,C2,D3,E3,F1,G3,H1,J3,K1,0.5,0.68,0.23,0.55,0.54,0.0,0.14,155000.0,0.44
256,A2,B4,C2,D3,E3,F1,G3,H1,J3,K2,0.5,0.68,0.23,0.63,0.54,0.0,0.14,155000.0,0.45
257,A2,B4,C2,D3,E3,F1,G3,H1,J3,K3,0.5,0.68,0.23,0.69,0.19,0.5,0.22,1645000.0,0.49
258,A2,B4,C2,D3,E3,F1,G3,H1,J3,K4,0.5,0.68,0.23,0.49,0.9,0.0,0.12,150000.0,0.48
259,A2,B4,C2,D3,E3,F1,G4,H1,J3,K1,0.5,0.68,0.03,0.71,0.54,0.0,0.1,110000.0,0.44
260,A2,B4,C2,D3,E3,F1,G4,H1,J3,K2,0.5,0.68,0.03,0.79,0.54,0.0,0.1,110000.0,0.45
261,A2,B4,C2,D3,E3,F1,G4,H1,J3,K3,0.5,0.68,0.03,0.85,0.19,0.5,0.18,1600000.0,0.49
262,A2,B4,C2,D3,E3,F1,G4,H1,J3,K4,0.5,0.68,0.03,0.65,0.9,0.0,0.08,105000.0,0.48
